"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex2_P2_Idades/Aluno2/Ex2.java","4","3","Avoid unused imports such as 'java.io'","Best Practices","UnusedImports"
"2","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex2_P2_Idades/Aluno2/Ex2.java","4","5","Avoid importing anything from the package java.lang","Code Style","DontImportJavaLang"
"3","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex2_P2_Idades/Aluno2/Ex2.java","4","6","All classes and interfaces must belong to a named package","Code Style","GenericsNaming"
"4","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex2_P2_Idades/Aluno2/Ex2.java","1","8","The method parameter name 'M' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FormalParameterNamingConventions"
"5","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex2_P2_Idades/Aluno2/Ex2.java","1","8","The method parameter name 'N' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FormalParameterNamingConventions"
"6","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex2_P2_Idades/Aluno2/Ex2.java","4","15","This statement should have braces","Code Style","GenericsNaming"
