"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","strings_cadeia2","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex4_S1_Cadeia/P/Cadeia_P.java","3","10","All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design","UseUtilityClass"
"2","strings_cadeia2","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex4_S1_Cadeia/P/Cadeia_P.java","1","10","The class name 'Strings_Cadeia2' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"3","strings_cadeia2","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex4_S1_Cadeia/P/Cadeia_P.java","4","14","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"4","strings_cadeia2","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex4_S1_Cadeia/P/Cadeia_P.java","4","15","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"5","strings_cadeia2","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex4_S1_Cadeia/P/Cadeia_P.java","3","33","This statement should have braces","Code Style","ControlStatementBraces"
