"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex2_P2_Idades/Aluno61/Exercicio2.java","4","5","All classes and interfaces must belong to a named package","Code Style","GenericsNaming"
"2","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex2_P2_Idades/Aluno61/Exercicio2.java","1","5","The utility class name 'Exercicio2' doesn't match '[A-Z][a-zA-Z0-9]+(Utils?|Helper)'","Code Style","ClassNamingConventions"
"3","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex2_P2_Idades/Aluno61/Exercicio2.java","3","6","All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design","UseUtilityClass"
