"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex3_A1_Arrays/Aluno6/Ex3.java","3","5","All classes and interfaces must belong to a named package","Code Style","NoPackage"
"2","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex3_A1_Arrays/Aluno6/Ex3.java","3","6","All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design","UseUtilityClass"
"3","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex3_A1_Arrays/Aluno6/Ex3.java","4","9","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"4","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/Ex3_A1_Arrays/Aluno6/Ex3.java","3","22","This statement should have braces","Code Style","ControlStatementBraces"
